00104ec9	__cxa_finalize
00117b7c	android/os/Environment
00117bea	lastIndexOf
00117bf6	(Ljava/lang/String;)Landroid/graphics/Bitmap;
00117c24	setDuration
00117d2c	;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;J)Ljava/lang/String;
00117d78	java/util/Set
00117e42	android/content/pm/PackageManager
00117e64	getLaunchIntentForPackage
00117e7e	> typename 
00117e8a	(anonymous namespace)
00117ea0	operator==
00117eab	 complex
00117eb4	CIE version is not 1 or 3
00117eda	(Ljava/lang/String;)Z
00117ef0	java/lang/Object
00117f01	([BLjava/lang/String;F)Ljava/lang/String;
00117f2b	com/Sx2/Team/Ban/RequestNetwork$RequestListener
00117f60	setTitle
00117f69	getText
00117f71	(Ljava/lang/String;I)I
00117fe5	;Ljava/util/TimerTask;)V
0011805b	;)Landroid/app/AlertDialog$Builder;
0011807f	headers
00118087	iterator
00118090	Ljava/lang/Thread;
001180a3	Couldn't find field "%s" with signature "%s"
001180d0	vtable for 
001180dc	VTT for 
001180e5	alignof (
001180f1	noexcept (
00118103	operator<
0011810d	operator->*
00118119	unsigned int
00118126	DW_EH_PE_funcrel pointer encoding not supported
00118156	libunwind: Unsupported .eh_frame_hdr version\n
00118188	java/lang/ClassCastException
001181a5	Boolean
001181ad	([BLjava/lang/String;Z)Ljava/lang/String;
001181d7	Landroid/webkit/WebView;
001181f0	onCreate
001181f9	string
0011825c	getSharedPreferences
001182cd	android/content/Context
001182e5	android/graphics/BitmapFactory$Options
0011830c	android/app/AlertDialog$Builder
0011832c	(J)Ljava/lang/Long;
001183fd	()Ljava/util/Iterator;
00118414	onResponse
0011847d	format
00118484	libc++abi
0011848e	dynamic_cast
001184a3	short
001184af	ostream
001184b7	long double
001184ca	compare
0011852e	findViewById
0011853b	okhttp3/Response
0011854c	(Ljava/lang/String;)[Ljava/lang/String;
00118574	android/widget/HorizontalScrollView
00118598	android/widget/ScrollView
00118671	getAbsolutePath
00118681	decodeFile
001186e8	setLoadWithOverviewMode
00118700	()Landroid/app/AlertDialog;
00118763	java/io/BufferedReader
0011877a	unexpected
00118785	guard variable for 
001187a1	operator?
001187ab	bad_array_new_length
001187c0	libunwind: %s - %s\n
001187db	([BLjava/lang/String;J)Ljava/lang/String;
00118805	java/util/HashMap
00118817	(Ljava/lang/String;)Ljava/lang/StringBuilder;
00118845	setText
0011884d	(Ljava/lang/CharSequence;)V
0011886b	split
00118871	(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;
001188c6	Landroid/widget/Button;
001188e0	getExternalFilesDir
001189f3	virtual thunk to 
00118a13	operator*
00118a1d	operator||
00118a28	istream
00118a34	char8_t
00118a3c	DW_OP_deref_size with bad size
00118a5b	Unknown DWARF encoding for search table.
00118a8c	setEnabled
00118a97	Ljava/io/IOException;
00118aad	java/io/IOException
00118ac1	java/lang/Process
00118ad3	(Ljava/lang/Object;)Z
00118ae9	(Ljava/lang/CharSequence;)Landroid/text/SpannableStringBuilder;
00118b8a	postDelayed
00118b9b	isFile
00118ba2	([C)I
00118ba8	getExternalStoragePublicDirectory
00118bca	getHeight
00118c92	;)Ljava/util/TimerTask;
00118caa	(Ljava/lang/CharSequence;Landroid/content/DialogInterface$OnClickListener;)Landroid/app/AlertDialog$Builder;
00118e2e	;)Ljava/lang/String;
00118e43	java/util/Iterator
00118e56	()Ljava/lang/Object;
00118ecc	(Ljava/io/Reader;)V
00118f0b	java/lang/Float
00118f1b	unexpected_handler unexpectedly returned
00118f44	construction vtable for 
00118f62	__int128
00118f6b	template<
00118f75	operator<<
00118f80	operator+
00118f8a	operator+=
00118f95	operator++
00118fa0	string literal
00118faf	unsigned long long
00118fc2	 imaginary
00118fcd	libunwind: malformed DW_CFA_expression DWARF unwind, reg too big\n
0011901f	setTextColor
0011902c	android/content/SharedPreferences$Editor
00119055	android/content/Intent
0011906c	java/lang/Exception
001190e2	;Ljava/lang/Runnable;)V
001190fa	containsKey
00119106	setTextIsSelectable
0011911f	android/view/animation/ScaleAnimation
00119202	(Ljava/util/HashMap;I)V
0011921a	Ljava/util/HashMap;
0011928b	;Ljava/lang/String;)V
001192ab	operator=
001192b5	operator/=
001192c5	evaluateExpression
001192df	Short
001192e5	([B)Ljava/lang/String;
00119351	(Landroid/webkit/WebView;Ljava/lang/String;)V
001193db	([BLjava/lang/String;D)Ljava/lang/String;
00119405	android/widget/TextView
0011947d	([BLjava/lang/String;ZZ)Ljava/lang/String;
001194a8	getIntent
00119502	printStackTrace
00119512	android/net/Uri
00119522	()Landroid/util/DisplayMetrics;
00119542	equals
00119549	java/lang/Throwable
0011955d	inJustDecodeBounds
00119570	randomUUID
0011957b	java/lang/Byte
0011958e	operator^
00119598	 restrict
001195a2	decimal64
001195ac	libunwind: malformed DW_CFA_undefined DWARF unwind, reg too big\n
0011965f	(Ljava/lang/String;Ljava/lang/String;)I
001196e5	isEmpty
001196ed	getString
001196f7	(I)Landroid/content/Intent;
00119713	android/content/ClipData
0011978a	getAuthority
001197f4	;)Ljava/util/Timer;
001198c6	;)Landroid/content/SharedPreferences;
00119921	terminating with %s exception of type %s: %s
0011994e	non-virtual thunk to 
0011996b	std::basic_istream<char, std::char_traits<char> >
0011999d	iostream
001199a6	pixel vector[
001199b4	union
001199ba	_Unwind_Resume() can't return
001199d8	libunwind: malformed DW_CFA_register DWARF unwind, reg too big\n
00119a6f	(Landroid/webkit/WebView;Ljava/lang/String;Landroid/graphics/Bitmap;)V
00119ab6	putExtra
00119b1c	;Lokhttp3/Response;Lcom/Sx2/Team/Ban/RequestNetwork$RequestListener;Ljava/lang/String;Ljava/lang/String;)V
00119ca0	setAlpha
00119ca9	mkdirs
00119d5a	()Ljava/util/UUID;
00119d6d	(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V
00119da7	Couldn't find method "%s" with signature "%s"
00119ddd	operator%=
00119de8	 const
00119def	DW_OP_fbreg not implemented
00119e1d	android/content/SharedPreferences
00119e9b	addCategory
00119ea7	hasPrimaryClip
00119eb6	Landroid/content/Context;
00119ed0	isDirectory
00119edc	inSampleSize
00119ee9	(Landroid/view/View$OnTouchListener;)V
00119f10	setFillAfter
00119f1d	android/app/AlertDialog
00119f35	Landroid/app/Activity;
00119f4c	java/lang/Character
00119f60	terminating with %s foreign exception
00119f86	uncaught
00119f92	operator--
00119f9d	operator|=
00119fa8	std::basic_iostream<char, std::char_traits<char> >
00119fdb	_Unwind_Resume
00119fea	libunwind: malformed DW_CFA_def_cfa_sf DWARF unwind, reg too big\n
0011a036	Float
0011a03c	NullPointerException
0011a0ad	()Lokhttp3/ResponseBody;
0011a0c6	()Landroid/content/Intent;
0011a0e1	setPackage
0011a0ec	setOnCheckedChangeListener
0011a107	android/content/ClipboardManager
0011a128	getPrimaryClip
0011a137	android/widget/EditText
0011a1ac	;)Landroid/content/Intent;
0011a1c7	android/graphics/BitmapFactory
0011a1e6	android/widget/LinearLayout
0011a249	getInstance
0011a255	Ljava/util/Calendar;
0011a26a	setClassName
0011a277	Couldn't find class: %s
0011a295	'block-literal'
0011a2a5	operator-
0011a2af	basic_istream
0011a2bd	std::istream
0011a2ca	double
0011a2d4	android/widget/Button
0011a41b	(Ljava/lang/String;)Landroid/net/Uri;
0011a445	android/widget/FrameLayout
0011a460	setDomStorageEnabled
0011a475	(Ljava/util/TimerTask;J)V
0011a4db	hasNext
0011a4e3	(Ljava/lang/String;Ljava/lang/String;J)Ljava/lang/String;
0011a51d	readLine
0011a551	()Landroid/content/pm/PackageManager;
0011a5c0	java/lang/Boolean
0011a5d2	invocation function for block in 
0011a5f4	static_cast
0011a600	sizeof... (
0011a612	operator-=
0011a61d	libunwind: malformed DW_CFA_offset_extended_sf DWARF unwind, reg too big\n
0011a667	getULEB128
0011a672	malformed uleb128 expression
0011a68f	DWARF opcode not implemented
0011a6b4	Double
0011a6d1	Ljava/lang/String;
0011a6e4	android/webkit/WebSettings
0011a6ff	loadUrl
0011a767	getWidth
0011a770	android/webkit/WebChromeClient
0011a78f	setNegativeButton
0011a7a1	setCancelable
0011a80d	(Ljava/lang/String;)Ljava/lang/Process;
0011a835	(Ljava/lang/Throwable;)V
0011a84e	Ljava/util/Timer;
0011a865	nullptr
0011a86d	operator<<=
0011a879	::operator 
0011a88a	libunwind: malformed DW_CFA_val_expression DWARF unwind, reg too big\n
0011a8dd	append
0011a96b	(Ljava/lang/Object;)Ljava/lang/Object;
0011a9a8	()Landroid/content/res/Resources;
0011a9f6	getDisplayMetrics
0011aa08	createScaledBitmap
0011aa76	startAnimation
0011aae1	addSuppressed
0011ab05	()Ljava/util/Calendar;
0011ab97	terminating
0011aba7	reinterpret_cast
0011abbd	DW_EH_PE_textrel pointer encoding not supported
0011abed	truncated uleb128 expression
0011ad54	setSupportZoom
0011ae77	(Landroid/view/View$OnClickListener;)V
0011ae9e	(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
0011aed7	(FFFFIFIF)V
0011afa3	setMessage
0011b00b	;Ljava/lang/String;)V
0011b0ce	(Ljava/io/InputStream;)V
0011b1b2	;)Landroid/os/Handler;
0011b1ce	operator 
0011b1d8	throw 
0011b1df	basic_string
0011b1f1	float
0011b1f7	decimal128
0011b202	libunwind: malformed DW_CFA_restore_extended DWARF unwind, reg too big\n
0011b24a	getTableEntrySize
0011b26b	ro.arch
0011b273	setVisibility
0011b354	(Ljava/lang/String;)Landroid/content/Intent;
0011b3de	;)Landroid/widget/EditText;
0011b3fa	getApplicationContext
0011b410	listFiles
0011b41a	android/media/ExifInterface
0011b436	getAttributeInt
0011b49c	setBuiltInZoomControls
0011b4b3	setDisplayZoomControls
0011b4ca	currentTimeMillis
0011b4dc	()Ljava/lang/Runtime;
0011b4f9	operator&&
0011b504	decimal32
0011b50e	CIE ID is not zero
0011b529	android/webkit/WebViewClient
0011b546	onPageStarted
0011b5b4	Landroid/widget/Switch;
0011b5cc	setFlags
0011b631	nextInt
0011b73a	okhttp3/Headers
0011b74a	(B)Ljava/lang/Byte;
0011b7bb	;)[Landroid/widget/Switch;
0011b7d6	thread-local wrapper routine for 
0011b7f8	thread-local initialization routine for 
0011b821	sizeof (
0011b82a	operator!=
0011b835	__uuidof(
0011b83f	std::allocator
0011b84e	allocator
0011b858	struct
0011b85f	libunwind: malformed DW_CFA_def_cfa_register DWARF unwind, reg too big\n
0011b8a7	Can't binary search on variable length encoded data.
0011b8e4	(I)Landroid/view/View;
0011b8fb	okhttp3/ResponseBody
0011b910	([Ljava/lang/String;[Ljava/lang/String;Ljava/lang/String;)Lrikka/shizuku/ShizukuRemoteProcess;
0011b979	getStringExtra
0011b988	Landroid/os/Handler;
0011ba10	;)Landroid/widget/Button;
0011ba2a	(Landroid/view/animation/Animation;)V
0011ba50	(Ljava/lang/CharSequence;)Landroid/app/AlertDialog$Builder;
0011ba8c	create
0011ba93	Landroid/widget/EditText;
0011baad	terminate_handler unexpectedly threw an exception
0011bae2	operator,
0011baec	decimal16
0011baf6	noexcept
0011baff	getRegister
0011bb0b	DW_EH_PE_datarel is invalid with a datarelBase of 0
0011bb49	unknown register
0011bb5a	com/Sx2/Team/Ban/h0k
0011bbcb	(Ljava/lang/String;Ljava/lang/String;)V
0011bbf3	(Ljava/lang/Runnable;)V
0011bc6c	android/os/Handler
0011bc7f	getColor
0011bc88	parse
0011bceb	;Landroid/widget/Switch;)V
0011bd06	()Landroid/content/Context;
0011bde1	start
0011be0c	android/media/SoundPool
0011be26	basic_iostream
0011be3b	 volatile
0011be4c	Pure virtual function called!
0011be6a	std::bad_exception
0011be7d	DW_OP_piece not implemented
0011df34	N12_GLOBAL__N_116itanium_demangle11SpecialNameE
0011df64	N12_GLOBAL__N_116itanium_demangle4NodeE
0011df8c	N12_GLOBAL__N_116itanium_demangle21CtorVtableSpecialNameE
0011dfc6	N12_GLOBAL__N_116itanium_demangle8NameTypeE
0011dff2	N12_GLOBAL__N_116itanium_demangle10NestedNameE
0011e021	N12_GLOBAL__N_116itanium_demangle24ForwardTemplateReferenceE
0011e05e	N12_GLOBAL__N_116itanium_demangle14IntegerLiteralE
0011e091	N12_GLOBAL__N_116itanium_demangle8BoolExprE
0011e0bd	N12_GLOBAL__N_116itanium_demangle16FloatLiteralImplIfEE
0011e0f5	N12_GLOBAL__N_116itanium_demangle16FloatLiteralImplIdEE
0011e12d	N12_GLOBAL__N_116itanium_demangle16FloatLiteralImplIeEE
0011e165	N12_GLOBAL__N_116itanium_demangle13StringLiteralE
0011e197	N12_GLOBAL__N_116itanium_demangle15UnnamedTypeNameE
0011e1cb	N12_GLOBAL__N_116itanium_demangle26SyntheticTemplateParamNameE
0011e20a	N12_GLOBAL__N_116itanium_demangle21TypeTemplateParamDeclE
0011e244	N12_GLOBAL__N_116itanium_demangle24NonTypeTemplateParamDeclE
0011e281	N12_GLOBAL__N_116itanium_demangle25TemplateTemplateParamDeclE
0011e2bf	N12_GLOBAL__N_116itanium_demangle21TemplateParamPackDeclE
0011e2f9	N12_GLOBAL__N_116itanium_demangle15ClosureTypeNameE
0011e32d	N12_GLOBAL__N_116itanium_demangle10LambdaExprE
0011e35c	N12_GLOBAL__N_116itanium_demangle15IntegerCastExprE
0011e390	N12_GLOBAL__N_116itanium_demangle13FunctionParamE
0011e3c2	N12_GLOBAL__N_116itanium_demangle8FoldExprE
0011e3ee	N12_GLOBAL__N_116itanium_demangle22ParameterPackExpansionE
0011e429	N12_GLOBAL__N_116itanium_demangle10BinaryExprE
0011e458	N12_GLOBAL__N_116itanium_demangle10PrefixExprE
0011e487	N12_GLOBAL__N_116itanium_demangle8CastExprE
0011e4b3	N12_GLOBAL__N_116itanium_demangle8CallExprE
0011e4df	N12_GLOBAL__N_116itanium_demangle14ConversionExprE
0011e512	N12_GLOBAL__N_116itanium_demangle10DeleteExprE
0011e541	N12_GLOBAL__N_116itanium_demangle13QualifiedNameE
0011e573	N12_GLOBAL__N_116itanium_demangle8DtorNameE
0011e59f	N12_GLOBAL__N_116itanium_demangle22ConversionOperatorTypeE
0011e5da	N12_GLOBAL__N_116itanium_demangle15LiteralOperatorE
0011e60e	N12_GLOBAL__N_116itanium_demangle19GlobalQualifiedNameE
0011e646	N12_GLOBAL__N_116itanium_demangle10MemberExprE
0011e675	N12_GLOBAL__N_116itanium_demangle18ArraySubscriptExprE
0011e6ac	N12_GLOBAL__N_116itanium_demangle10BracedExprE
0011e6db	N12_GLOBAL__N_116itanium_demangle15BracedRangeExprE
0011e70f	N12_GLOBAL__N_116itanium_demangle12InitListExprE
0011e740	N12_GLOBAL__N_116itanium_demangle11PostfixExprE
0011e770	N12_GLOBAL__N_116itanium_demangle7NewExprE
0011e79b	N12_GLOBAL__N_116itanium_demangle13EnclosingExprE
0011e7cd	N12_GLOBAL__N_116itanium_demangle15ConditionalExprE
0011e801	N12_GLOBAL__N_116itanium_demangle19SizeofParamPackExprE
0011e839	N12_GLOBAL__N_116itanium_demangle13NodeArrayNodeE
0011e86b	N12_GLOBAL__N_116itanium_demangle9ThrowExprE
0011e898	N12_GLOBAL__N_116itanium_demangle10UUIDOfExprE
0011e8c7	N12_GLOBAL__N_116itanium_demangle27ExpandedSpecialSubstitutionE
0011e907	N12_GLOBAL__N_116itanium_demangle12CtorDtorNameE
0011e938	N12_GLOBAL__N_116itanium_demangle10AbiTagAttrE
0011e967	N12_GLOBAL__N_116itanium_demangle21StructuredBindingNameE
0011e9a1	N12_GLOBAL__N_116itanium_demangle9LocalNameE
0011e9ce	N12_GLOBAL__N_116itanium_demangle19SpecialSubstitutionE
0011ea06	N12_GLOBAL__N_116itanium_demangle13ParameterPackE
0011ea38	N12_GLOBAL__N_116itanium_demangle12TemplateArgsE
0011ea69	N12_GLOBAL__N_116itanium_demangle20NameWithTemplateArgsE
0011eaa2	N12_GLOBAL__N_116itanium_demangle16StdQualifiedNameE
0011ead7	N12_GLOBAL__N_116itanium_demangle20TemplateArgumentPackE
0011eb10	N12_GLOBAL__N_116itanium_demangle12EnableIfAttrE
0011eb41	N12_GLOBAL__N_116itanium_demangle16FunctionEncodingE
0011eb76	N12_GLOBAL__N_116itanium_demangle9DotSuffixE
0011eba3	N12_GLOBAL__N_116itanium_demangle12NoexceptSpecE
0011ebd4	N12_GLOBAL__N_116itanium_demangle20DynamicExceptionSpecE
0011ec0d	N12_GLOBAL__N_116itanium_demangle12FunctionTypeE
0011ec3e	N12_GLOBAL__N_116itanium_demangle13ObjCProtoNameE
0011ec70	N12_GLOBAL__N_116itanium_demangle17VendorExtQualTypeE
0011eca6	N12_GLOBAL__N_116itanium_demangle8QualTypeE
0011ecd2	N12_GLOBAL__N_116itanium_demangle15PixelVectorTypeE
0011ed06	N12_GLOBAL__N_116itanium_demangle10VectorTypeE
0011ed35	N12_GLOBAL__N_116itanium_demangle9ArrayTypeE
0011ed62	N12_GLOBAL__N_116itanium_demangle19PointerToMemberTypeE
0011ed9a	N12_GLOBAL__N_116itanium_demangle22ElaboratedTypeSpefTypeE
0011edd5	N12_GLOBAL__N_116itanium_demangle11PointerTypeE
0011ee05	N12_GLOBAL__N_116itanium_demangle13ReferenceTypeE
0011ee37	N12_GLOBAL__N_116itanium_demangle20PostfixQualifiedTypeE
0011ef48	N10__cxxabiv116__shim_type_infoE
0011ef69	N10__cxxabiv117__class_type_infoE
0011ef8b	N10__cxxabiv117__pbase_type_infoE
0011efad	N10__cxxabiv119__pointer_type_infoE
0011efd1	N10__cxxabiv120__function_type_infoE
0011eff6	N10__cxxabiv129__pointer_to_member_type_infoE
0011f040	N10__cxxabiv123__fundamental_type_infoE
0011f068	v
0011f06a	Pv
0011f06d	PKv
0011f071	Dn
0011f074	PDn
0011f078	PKDn
0011f07d	b
0011f07f	Pb
0011f082	PKb
0011f086	w
0011f088	Pw
0011f08b	PKw
0011f08f	c
0011f091	Pc
0011f094	PKc
0011f098	h
0011f09a	Ph
0011f09d	PKh
0011f0a1	a
0011f0a3	Pa
0011f0a6	PKa
0011f0aa	s
0011f0ac	Ps
0011f0af	PKs
0011f0b3	t
0011f0b5	Pt
0011f0b8	PKt
0011f0bc	i
0011f0be	Pi
0011f0c1	PKi
0011f0c5	j
0011f0c7	Pj
0011f0ca	PKj
0011f0ce	l
0011f0d0	Pl
0011f0d3	PKl
0011f0d7	m
0011f0d9	Pm
0011f0dc	PKm
0011f0e0	x
0011f0e2	Px
0011f0e5	PKx
0011f0e9	y
0011f0eb	Py
0011f0ee	PKy
0011f0f2	n
0011f0f4	Pn
0011f0f7	PKn
0011f0fb	o
0011f0fd	Po
0011f100	PKo
0011f104	Dh
0011f107	PDh
0011f10b	PKDh
0011f110	f
0011f112	Pf
0011f115	PKf
0011f119	d
0011f11b	Pd
0011f11e	PKd
0011f122	e
0011f124	Pe
0011f127	PKe
0011f12b	g
0011f12d	Pg
0011f130	PKg
0011f134	Du
0011f137	PDu
0011f13b	PKDu
0011f140	Ds
0011f143	PDs
0011f147	PKDs
0011f14c	Di
0011f14f	PDi
0011f153	PKDi
0011f158	N10__cxxabiv117__array_type_infoE
0011f17a	N10__cxxabiv116__enum_type_infoE
0011f19b	N10__cxxabiv120__si_class_type_infoE
0011f1c0	N10__cxxabiv121__vmi_class_type_infoE
0011f1e6	St9exception
0011f1f3	St13bad_exception
0011f205	St9bad_alloc
0011f212	St20bad_array_new_length
0011f22b	St9type_info
0011f238	St8bad_cast
0011f244	St10bad_typeid
001210a1	zR
00126641	zPLR
.comment::00000000	Linker: LLD 14.0.1
.comment::00000013	Android (8075178, based on r437112b) clang version 14.0.1 (https://android.googlesource.com/toolchain/llvm-project 8671348b81b95fc603505dfc881b45103bee1731)
.comment::000000b0	Android (8075178, based on r437112b) clang version 14.0.1 (https://android.googlesource.com/toolchain/llvm-project)
.comment::00000124	
.shstrtab::00000001	.init_array
.shstrtab::0000000d	.fini_array
.shstrtab::00000019	.text
.shstrtab::0000001f	.got
.shstrtab::00000024	.comment
.shstrtab::0000002d	.note.android.ident
.shstrtab::00000041	.got.plt
.shstrtab::0000004a	.rela.plt
.shstrtab::00000054	.bss
.shstrtab::00000059	.dynstr
.shstrtab::00000061	.eh_frame_hdr
.shstrtab::0000006f	.gnu.version_r
.shstrtab::0000007e	.data.rel.ro
.shstrtab::0000008b	.rela.dyn
.shstrtab::00000095	.gnu.version
.shstrtab::000000a2	.dynsym
.shstrtab::000000aa	.gnu.hash
.shstrtab::000000b4	.eh_frame
.shstrtab::000000be	.gcc_except_table
.shstrtab::000000d0	.note.gnu.build-id
.shstrtab::000000e3	.dynamic
.shstrtab::000000ec	.shstrtab
.shstrtab::000000f6	.rodata
.shstrtab::000000fe	.data
